Website,Headline,Description,Link,Content Page
https://www.marketscreener.com/,OTELLO : Grant of Options subject to shareholder approval - Mandatory notification of options and shareholding,"The Board of Directors of (the ""Company"") has today granted a total of 3,450,000 options in the Company, representing approximately 2.5% of the current total number of shares issued (the ""Options"")....",https://www.newsdesk.lexisnexis.com/click/?a=43453741684&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=218223&fmi=645994870&e=TWFya2V0U2NyZWVuZXIuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0NTM3NDE2ODQmcD0xNGUmdj0xJng9UkgzTWJNV0hWWjNHcmlTcU5SazJIUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=c61f3fe2cf0aa85527c8b1ae355a55b6,91.html
https://www.americanbankingnews.com/,Trine Acquisition Corp. (NYSE:TRNE) Short Interest Update,"Trine Acquisition Corp. (NYSE:TRNE) saw a large increase in short interest during the month of October. As of October 15th, there was short interest totalling 749,700 shares, an increase of 24...",https://www.newsdesk.lexisnexis.com/click/?a=43453605182&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=2382&fmi=246729953&e=QW1lcmljYW4gQmFua2luZyBOZXdz&d=148270&t=3&mbc=Q1QzL2E9NDM0NTM2MDUxODImcD0xNGUmdj0xJng9X3U5emJXcUhHQVljQmNwYWpQOFMwQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=f6133ec74b18c76d65abf8f9d02c03f9,92.html
https://www.businessinsider.com/,"How $21 billion industrial tech giant Fortive is exploring a new way to speed up innovation: Spin out independent startups with their own missions, and reserve the right to buy them later under...","...smaller firms, mainly serving the industrial manufacturing sector. While Fortive has historically acquired companies to grow its corporate umbrella ever larger, the company has started looking...",https://www.newsdesk.lexisnexis.com/click/?a=43452775879&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=7484&fmi=169657365&e=QnVzaW5lc3MgSW5zaWRlcg&d=148270&t=3&mbc=Q1QzL2E9NDM0NTI3NzU4NzkmcD0xNGUmdj0xJng9RUJTM1VhUjE2VjFaYWRHaDR5amhWdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=ed0280a9d5471d483c9244487d2957a1,93.html
https://www.huffpost.com/,Streaming Services’ Takeover Of Awards Season Is Complete,"...King’s well-received directorial debut “ One Night in Miami ,” which  Amazon Studios acquired back in July. Bursting with historical import, “Miami” depicts the friendship among Malcolm X (portrayed...",https://www.newsdesk.lexisnexis.com/click/?a=43452432443&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=244712&fmi=658301019&e=SHVmZlBvc3Q&d=148270&t=3&mbc=Q1QzL2E9NDM0NTI0MzI0NDMmcD0xNGUmdj0xJng9b205YmVEc2JxRHBqbzhhVHVPU3FtUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=a488219ec98dc570a7e177bc38b0d219,94.html
https://www.channele2e.com/,Atos Acquires Salesforce Partner Eagle Creek Software Services,"French IT mega-consultant Atos has acquired Eagle Creek Software Services , a U.S.-based technology and management consulting company and Salesforce partner. Financial terms of the deal were...",https://www.newsdesk.lexisnexis.com/click/?a=43452332032&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=215785&fmi=643830877&e=Q2hhbm5lbEUyRQ&d=148270&t=3&mbc=Q1QzL2E9NDM0NTIzMzIwMzImcD0xNGUmdj0xJng9cXdZc1JuTlNsTzhtRzVwOVNWb2tWUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=71294df577643cc400773987ca45a965,95.html
http://www.marinelink.com/,Integrity Machining Completes Acquisition of the Assets of JK Fabrication,"Integrity Machining, Inc., makers of Kolstrand marine deck equipment, announced the acquisition of all of the assets of J.K. Fabrication, Inc., based in Seattle, WA, effective immediately. “This...",https://www.newsdesk.lexisnexis.com/click/?a=43452138788&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=31389&fmi=169689111&e=TWFyaW5lIExpbms&d=148270&t=3&mbc=Q1QzL2E9NDM0NTIxMzg3ODgmcD0xNGUmdj0xJng9Vm95X081Z00tbUxWTXVuNFUyVTBEUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=c65ad07d67e605ac824645f773fdf9ca,96.html
https://www.fool.com/,What's Driving Gilead Sciences' Growth-Through-Acquisition Strategy,"...Follow @coryrenauer Follow @coryrenauer This hasn't been the biggest year for mergers and acquisitions in the biopharmaceutical space, but an inability to meet with colleagues in real life hasn...",https://www.newsdesk.lexisnexis.com/click/?a=43451973121&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=283&si=33727&fmi=169663850&e=TW90bGV5IEZvb2w&d=148270&t=3&mbc=Q1QzL2E9NDM0NTE5NzMxMjEmcD0xNGUmdj0xJng9clRYWkJpRzNPekVoQ2h1NUE5eFR2QSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=487104935f7d0ef26c0243bbf64442d8,97.html
https://www.crainsdetroit.com/,"Friendship Circle acquisition of bakery expands training, jobs for special needs adults","...were looking to retire. ""Best idea ever,"" Shemtov said, because the acquisition meant Friendship Circle didn't have to start a bakery from scratch. Under Friendship Circle's ownership, Dakota...",https://www.newsdesk.lexisnexis.com/click/?a=43451329035&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=12032&fmi=169715140&e=Q3JhaW5zIERldHJvaXQgQnVzaW5lc3M&d=148270&t=3&mbc=Q1QzL2E9NDM0NTEzMjkwMzUmcD0xNGUmdj0xJng9b1hzck9VYzZCREJITU42SnJ2bnZqdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=480acb9ea7d82c4d288568e1566b0efa,98.html
http://www.bizsugar.com/,Customer Acquisition: 9 Creative Ways to Ask for Referrals,...was a way to acquire customers without paying a single cent?...,https://www.newsdesk.lexisnexis.com/click/?a=43450818359&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=188171&fmi=609008087&e=Qml6U3VnYXI&d=148270&t=3&mbc=Q1QzL2E9NDM0NTA4MTgzNTkmcD0xNGUmdj0xJng9QVRkLW5OMk5IRE9uMDY3bUZtTVpEUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=44baae976b3cdb7aba7806d4390f524a,99.html
https://www.benzinga.com/,"ALERT: Halper Sadeh LLP Reminds Shareholders About Its Ongoing Merger Investigations; Investors are Encouraged to Contact the Firm - MVC, MOBL, STND, CIT","...to its sale to Barings BDC, Inc. Under the terms of the merger agreement, MVC Capital shareholders will receive 0.94024 shares of Barings BDC and $0.39492 in cash for each share of MVC Capital...",https://www.newsdesk.lexisnexis.com/click/?a=43449353325&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=5597&fmi=169656829&e=QmVuemluZ2EuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0NDkzNTMzMjUmcD0xNGUmdj0xJng9SEU4MWVBTmpOd08tTmQzNm9IbVlyZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=25d2be35755014744feba84f08043cef,100.html
https://www.thestreet.com/,"ALERT: Halper Sadeh LLP Reminds Shareholders About Its Ongoing Merger Investigations; Investors Are Encouraged To Contact The Firm - MR, MYOK, CBLI, SBPH, PTI, PRCP","...this link to learn more about your rights and options:   https://halpersadeh.com/actions/myokardia-inc-myok-stock-merger-bristol-myers/ . Cleveland BioLabs, Inc. ( CBLI ) - Get Report  concerning...",https://www.newsdesk.lexisnexis.com/click/?a=43449304388&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=49091&fmi=169657678&e=VGhlU3RyZWV0LmNvbQ&d=148270&t=3&mbc=Q1QzL2E9NDM0NDkzMDQzODgmcD0xNGUmdj0xJng9SGY3RnprejU2WTZtWlJlX2x4WUtmZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=7aabde98f23b0dd366ea555ea470a402,101.html
https://www.benzinga.com/,"ALERT: Halper Sadeh LLP Reminds Shareholders About Its Ongoing Merger Investigations; Investors are Encouraged to Contact the Firm - EIDX, RESI, PE, ARA","...fiduciary duties relating to its sale to BridgeBio Pharma, Inc.  Under the merger agreement, Eidos stockholders will receive either 1.85 shares of BridgeBio common stock or $73.26 in cash for...",https://www.newsdesk.lexisnexis.com/click/?a=43449219926&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=5597&fmi=169656829&e=QmVuemluZ2EuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0NDkyMTk5MjYmcD0xNGUmdj0xJng9bGdFR01CT3pvTXlfTW5waWpueTBNZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=0abb011c31b1719ab31fa260fdef2830,102.html
https://coverager.com/,Argo Group to exit grocery and retail business unit,"Specialty insurer and reinsurer Argo Group International Holdings announced plans to exit the grocery and retail lines of business, which include providing general liability and self-insured...",https://www.newsdesk.lexisnexis.com/click/?a=43449077428&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=221512&fmi=648632335&e=Q292ZXJhZ2VS&d=148270&t=3&mbc=Q1QzL2E9NDM0NDkwNzc0MjgmcD0xNGUmdj0xJng9TFg1b3VfaDN1NXVOWEo0eDdVOXM3USZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=89803cb95761a62e8ca57403e320bc72,103.html
http://www.crowdfundinsider.com/,French Crowdfunding Association Touts Crowdfunding as Tool to Boost the Economy,The Financement Participatif France (FPF) the French crowdfunding association has recently touted the importance of crowdfunding and its ability to help boost economic activity during the current...,https://www.newsdesk.lexisnexis.com/click/?a=43448628810&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=12241&fmi=320398783&e=Q3Jvd2RmdW5kIEluc2lkZXI&d=148270&t=3&mbc=Q1QzL2E9NDM0NDg2Mjg4MTAmcD0xNGUmdj0xJng9Wk4yVDZKVFRhTGh2QndJVUoyamtXdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=ac4962aa80eff7137e61d69c0cdb106f,104.html
https://newsbeezer.com/,"Nestlé acquires freshly made meal service to compete with HelloFresh, Blue Apron","...the world just got bigger. On Friday, Nestlé signed a deal to acquire Freshly, a US-based food delivery company, for $ 950 million. Nestlé could also pay up to $ 550 million more depending...",https://www.newsdesk.lexisnexis.com/click/?a=43448453191&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=223020&fmi=650078500&e=TmV3c0JlZXplcg&d=148270&t=3&mbc=Q1QzL2E9NDM0NDg0NTMxOTEmcD0xNGUmdj0xJng9d2M0UGZMYWx1V3pwQ1dBU0FwQ3ZSZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=7a1472b9eaafbcda6e568fc627c585ea,105.html
http://activerain.com/,Sean Connery - Exit Stage Right,"It is with sorrow that I report that Sir Sean Connery (""Bond ... James Bond"") has passed away at the age of 90 years.  I am old enough to remember his performances from through...",https://www.newsdesk.lexisnexis.com/click/?a=43448110285&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=186797&fmi=606580724&e=QWN0aXZlIFJhaW4&d=148270&t=3&mbc=Q1QzL2E9NDM0NDgxMTAyODUmcD0xNGUmdj0xJng9ZHRVTVoxanBrNkszU0E3RUVKVlZ1dyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=08ebf3f899b151237ffcbb10e9b998a0,106.html
https://www.barchart.com/,"Dunkin' Brands Merger Investigation: Halper Sadeh LLP Announces Investigation Into Whether the Sale of Dunkin' Brands Group, Inc. Is Fair to Shareholders; Investors Are Encouraged to Contact the Firm...",,https://www.newsdesk.lexisnexis.com/click/?a=43447989125&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=5002&fmi=269339206&e=QmFyY2hhcnQ&d=148270&t=3&mbc=Q1QzL2E9NDM0NDc5ODkxMjUmcD0xNGUmdj0xJng9cVRla3dOZjVnNkY5cklQd0FJRlE4QSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=0dd2ce2505b5a81d960a8c5354e73fde,107.html
https://www.barchart.com/,Time To Exit Wheat !,,https://www.newsdesk.lexisnexis.com/click/?a=43447943725&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=5002&fmi=269339206&e=QmFyY2hhcnQ&d=148270&t=3&mbc=Q1QzL2E9NDM0NDc5NDM3MjUmcD0xNGUmdj0xJng9RVZHcWhlYTlMdFVhal9vN2M1ZTYzQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=dc5b0a739687c7e3e95112114c54147a,108.html
http://activerain.com/,Frisco TX Homes For Sale - UNDER 400k!,...you blinked you missed some of the unbelievable buzz Frisco TX has acquired in the past few years.  Buying a home here not only attracts home buyers from Texas but all over the US and the world...,https://www.newsdesk.lexisnexis.com/click/?a=43447862351&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=186797&fmi=606580724&e=QWN0aXZlIFJhaW4&d=148270&t=3&mbc=Q1QzL2E9NDM0NDc4NjIzNTEmcD0xNGUmdj0xJng9QWlHa1o5NGZiRGlDcnU2SGxPZktoZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=26b7213288281c03a84bc267ec1c506b,109.html
https://www.marketscreener.com/,DUNKIN' BRANDS : Inspire to acquire Dunkin' Brands for an estimated $11.3B,"Inspire Brands has announced it will acquire in a $11.3 billion deal. , the parent company of Dunkin' and , will join other fast-food restaurants under Inspire's portfolio, including , , Sonic...",https://www.newsdesk.lexisnexis.com/click/?a=43447668052&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=218223&fmi=645994870&e=TWFya2V0U2NyZWVuZXIuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0NDc2NjgwNTImcD0xNGUmdj0xJng9dnA3czVGdXlBdjk4ZUw2TFlBalhEUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=6c8e82f7b24cb3f41b8ec7091645998b,110.html
https://www.upi.com/,Inspire to acquire Dunkin' Brands for an estimated $11.3B,"Oct. 31 (UPI) -- Inspire Brands has announced it will acquire Dunkin' Brands in a $11.3 billion deal. Dunkin' Brands, the parent company of Dunkin' and Baskin-Robbins, will join other fast-food...",https://www.newsdesk.lexisnexis.com/click/?a=43447571681&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=51450&fmi=169664488&e=VVBJ&d=148270&t=3&mbc=Q1QzL2E9NDM0NDc1NzE2ODEmcD0xNGUmdj0xJng9UXc2TlcxREk2NkVLZm1MV1lVU2dhdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=d7cf6c43854d31a68d577cd98f8b93c4,111.html
https://www.foxbusiness.com/,"Nestlé acquires prepared meal service Freshly to compete with HelloFresh, Blue Apron","...got bigger. Continue Reading Below On Friday, Nestlé closed a deal to acquire Freshly, a U.S.-based meal delivery service, for $950 million . Nestlé could also pay up to $550 million more...",https://www.newsdesk.lexisnexis.com/click/?a=43447672623&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=19335&fmi=169657652&e=Rk9YQnVzaW5lc3MuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0NDc2NzI2MjMmcD0xNGUmdj0xJng9SG03QURRcWFiUHEwR0dXcHdROHFLUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=4ca8e5c87b5f2388390655cf03f11a90,112.html
http://www.alfredstate.edu/,ASC students plan fall exit and spring restart,"Before sending them home for Thanksgiving, SUNY will test all students for COVID-19 prior to campus departure. Alfred State College (ASC) has announced the dates for testing along with further...",https://www.newsdesk.lexisnexis.com/click/?a=43446916600&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=206567&fmi=631851199&e=QWxmcmVkIFN0YXRl&d=148270&t=3&mbc=Q1QzL2E9NDM0NDY5MTY2MDAmcD0xNGUmdj0xJng9RnJqZk9vaUJiR2h0X05rMHh5dDc1QSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=cd3a0507a80bc5e7aab98adf5609c010,113.html
https://www.rttnews.com/,Dunkin' Brands Agrees To Be Acquired By Inspire Brands In $11.3 Bln Deal,"...Group Inc. ( DNKN ), parent company of Dunkin' and Baskin-Robbins, agreed to be acquired by Inspire Brands Inc., in a deal valued at about $11.3 billion including the assumption of Dunkin' Brands...",https://www.newsdesk.lexisnexis.com/click/?a=43446998308&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=42902&fmi=169661160&e=UlRUTmV3cy5jb20&d=148270&t=3&mbc=Q1QzL2E9NDM0NDY5OTgzMDgmcD0xNGUmdj0xJng9bEJrSndLdGl3dTZteVBsQ0Q5MnpUZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=0eb667ee8e39bbf7af455fe597a4e92c,114.html
https://www.healthleadersmedia.com/,Teladoc and Livongo Health shareholders approve the companies' merger,"...meetings, overwhelmingly voted in favor of the merger of the two companies. Teladoc revealed this in a press...",https://www.newsdesk.lexisnexis.com/click/?a=43446716162&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=22479&fmi=169661653&e=SGVhbHRoIExlYWRlcnM&d=148270&t=3&mbc=Q1QzL2E9NDM0NDY3MTYxNjImcD0xNGUmdj0xJng9cE5qSnpRVDlIZmlUaGxJODlvU2d0USZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=7bb8fbd4de9eb87114117ccda368c3e9,115.html
https://www.rttnews.com/,Nestlé Acquires Freshly For Up To $1.50 Bln,"Nestlé said that it has acquired Freshly, a New York-based prepared meal delivery company that delivers throughout the United States. The deal values Freshly at $950 million, with potential earn-outs...",https://www.newsdesk.lexisnexis.com/click/?a=43446786271&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=42902&fmi=169661160&e=UlRUTmV3cy5jb20&d=148270&t=3&mbc=Q1QzL2E9NDM0NDY3ODYyNzEmcD0xNGUmdj0xJng9SFFRdDNPVU51Nko5UDlSblF5dFhEZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=a10d4636b6dae75757590ce8675bdfad,116.html
http://www.greencarreports.com/,"Toyota Sienna hybrid minivan, electrified Ram pickup, Fisker and Lordstown go public: The Week in Reverse",How long ago were Detroit automakers thinking about climate...,https://www.newsdesk.lexisnexis.com/click/?a=43446323349&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=21468&fmi=169690684&e=R3JlZW4gQ2FyIFJlcG9ydHM&d=148270&t=3&mbc=Q1QzL2E9NDM0NDYzMjMzNDkmcD0xNGUmdj0xJng9d0JZa0VnZ1ZQdEVIYzRVT0xlc0pMdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=f2ccaf5538b0d659b179ecc9578ccf23,117.html
http://www.qsrmagazine.com/,Inspire Brands to Acquire Dunkin' in $11.3 Billion Blockbuster,"...Brands struck the largest restaurant deal since 2014, entering into a definitive merger agreement under which Inspire will acquire the coffee giant for $106.50 per share in cash. The transaction...",https://www.newsdesk.lexisnexis.com/click/?a=43446176368&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=40973&fmi=169663567&e=UVNSIE9ubGluZQ&d=148270&t=3&mbc=Q1QzL2E9NDM0NDYxNzYzNjgmcD0xNGUmdj0xJng9aUw1dm1qY21ITjMxcFFZbEFJVnJUZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=3999cff8954e3b4582af92fd549e8840,118.html
https://cen.acs.org/,Exact Sciences acquires liquid-biopsy start-up Thrive in $2.15 billion deal,"...that sells the colon cancer test Cologuard, will acquire the liquid-biopsy start-up Thrive Earlier Detection for $1.7...",https://www.newsdesk.lexisnexis.com/click/?a=43446119096&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=9454&fmi=169708306&e=Q2hlbWljYWwgJiBFbmdpbmVlcmluZyBOZXdz&d=148270&t=3&mbc=Q1QzL2E9NDM0NDYxMTkwOTYmcD0xNGUmdj0xJng9N1JMS0tHejE4S2JJQ0RjaURVZnhWUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=e02fdcf7ed29486117cc748433106c67,119.html
https://aithority.com/,"DriveWealth Lands $56.7 Million Series C Funding Round to Bolster Technology, Support Acquisition…",DriveWealth Lands $56.7 Million Series C Funding Round ...,https://www.newsdesk.lexisnexis.com/click/?a=43445127216&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=224208&fmi=651689750&e=QWlUaG9yaXR5LmNvbQ&d=148270&t=3&mbc=Q1QzL2E9NDM0NDUxMjcyMTYmcD0xNGUmdj0xJng9RHdsVGpxQXZaeG1pUldPWjRNalFuZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=008a7e2df60c04fcbadd17a9d31afac7,120.html
http://tickerreport.com/,"PulteGroup, Inc. (NYSE:PHM) EVP Acquires $207,450.00 in Stock","...in a transaction that occurred on Tuesday, October 27th. The stock was acquired at an average price of $41.49 per share, with a total value of $207,450.00. Following the completion of the purchase...",https://www.newsdesk.lexisnexis.com/click/?a=43444990264&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=69375&fmi=494169610&e=VGlja2VyIFJlcG9ydA&d=148270&t=3&mbc=Q1QzL2E9NDM0NDQ5OTAyNjQmcD0xNGUmdj0xJng9QWg3RUlQcUhaZjF0anJ4ZGVPbTZoUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=85d47e94f547e6d8660cbe1b998fb567,121.html
